id,degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,weighteddegree,authority,hub,clustering,triangles,eigencentrality
299,814,2,0.979953,0.989771,2.50E-05,10457,0.035208,0.035208,0.983003,325267,0.989671
300,816,2,0.98227,0.990975,2.60E-05,15237,0.035279,0.035279,0.982148,326584,0.991682
301,754,2,0.915198,0.95367,9.00E-06,2241,0.032797,0.032797,0.994061,282195,0.921879
302,810,2,0.975352,0.987365,2.50E-05,9510,0.035056,0.035056,0.984202,322469,0.98539
303,827,2,0.99521,0.997593,5.90E-05,37637,0.035547,0.035547,0.97066,331530,0.999279
304,817,2,0.983432,0.991576,3.20E-05,11089,0.035294,0.035294,0.980587,326865,0.992115
305,822,2,0.989286,0.994585,4.50E-05,22938,0.035434,0.035434,0.976303,329435,0.996056
306,815,2,0.98111,0.990373,2.60E-05,11522,0.035249,0.035249,0.98287,326023,0.990821
307,819,2,0.985765,0.99278,4.10E-05,15759,0.035332,0.035332,0.977891,327565,0.9932
308,811,2,0.976498,0.987966,3.20E-05,7228,0.035053,0.035053,0.981663,322432,0.985344
309,809,2,0.974209,0.986763,2.60E-05,8169,0.035009,0.035009,0.984053,321624,0.984087
310,806,2,0.970794,0.984958,2.40E-05,7902,0.034899,0.034899,0.985142,319595,0.980975
311,826,2,0.994019,0.996992,7.50E-05,30530,0.035488,0.035488,0.969776,330427,0.997608
312,824,2,0.991647,0.995788,4.40E-05,24840,0.035496,0.035496,0.974938,330578,0.997802
313,821,2,0.988109,0.993983,4.60E-05,20038,0.035375,0.035375,0.975467,328352,0.994417
314,816,2,0.98227,0.990975,3.90E-05,12510,0.035217,0.035217,0.978711,325441,0.989947
315,829,2,0.997599,0.998797,8.50E-05,32879,0.035566,0.035566,0.966967,331869,0.999816
316,821,2,0.988109,0.993983,3.80E-05,17286,0.035414,0.035414,0.977579,329063,0.995486
317,790,2,0.952982,0.975331,3.00E-05,5201,0.034156,0.034156,0.982381,306164,0.96013
318,357,2,0.636782,0.714801,0,527,0.015635,0.015635,0.99978,63532,0.439482
319,820,2,0.986936,0.993381,6.20E-05,12448,0.035315,0.035315,0.974547,327243,0.99273
320,830,2,0.998798,0.999398,0.000121,37831,0.035569,0.035569,0.96482,331932,0.999924
321,324,2,0.621076,0.694946,1.30E-05,341,0.014151,0.014151,0.994171,52021,0.3978
322,803,2,0.967404,0.983153,1.60E-05,13324,0.034826,0.034826,0.988376,318260,0.978905
323,827,2,0.99521,0.997593,5.90E-05,23283,0.035547,0.035547,0.97066,331530,0.999279
324,806,2,0.970794,0.984958,6.00E-05,7917,0.034734,0.034734,0.975914,316601,0.976393
325,810,2,0.975352,0.987365,2.40E-05,4706,0.035053,0.035053,0.98408,322429,0.985332
326,817,2,0.983432,0.991576,2.70E-05,15430,0.035321,0.035321,0.982054,327354,0.992852
327,826,2,0.994019,0.996992,5.40E-05,29209,0.03553,0.03553,0.972095,331217,0.998793
328,822,2,0.989286,0.994585,5.00E-05,15947,0.035411,0.035411,0.975059,329015,0.99543
329,767,2,0.928492,0.961492,1.50E-05,2809,0.033264,0.033264,0.988371,290345,0.935018
330,824,2,0.991647,0.995788,5.40E-05,25057,0.035471,0.035471,0.973578,330117,0.99711
331,823,2,0.990465,0.995187,4.50E-05,19897,0.035462,0.035462,0.975465,329954,0.996853
332,815,2,0.98111,0.990373,2.90E-05,12341,0.035231,0.035231,0.981869,325691,0.990328
333,824,2,0.991647,0.995788,5.00E-05,21189,0.035474,0.035474,0.973749,330175,0.997205
334,828,2,0.996403,0.998195,8.10E-05,38750,0.035546,0.035546,0.968249,331507,0.999263
335,820,2,0.986936,0.993381,3.80E-05,12437,0.035376,0.035376,0.977876,328361,0.994415
336,819,2,0.985765,0.99278,3.50E-05,12224,0.035354,0.035354,0.979091,327967,0.993807
337,796,2,0.959584,0.978941,0.000118,6635,0.034334,0.034334,0.977675,309346,0.965146
338,813,2,0.978799,0.98917,3.00E-05,11089,0.03513,0.03513,0.981104,323841,0.987512
339,815,2,0.98111,0.990373,2.80E-05,10784,0.035236,0.035236,0.982165,325789,0.990474
340,821,2,0.988109,0.993983,4.40E-05,15849,0.035385,0.035385,0.975984,328526,0.99468
341,819,2,0.985765,0.99278,3.40E-05,14242,0.035356,0.035356,0.979216,328009,0.99387
342,819,2,0.985765,0.99278,3.90E-05,13676,0.035336,0.035336,0.978085,327630,0.993294
343,823,2,0.990465,0.995187,4.40E-05,19123,0.035467,0.035467,0.975749,330050,0.997001
344,724,2,0.885928,0.93562,1.00E-05,2123,0.031471,0.031471,0.992809,259844,0.884624
345,831,1,1,1,0.000176,41752,0.035571,0.035571,0.962623,331975,1
346,828,2,0.996403,0.998195,8.00E-05,34426,0.035548,0.035548,0.968365,331547,0.999317
347,818,2,0.984597,0.992178,3.20E-05,9948,0.035323,0.035323,0.979749,327386,0.992923
348,820,2,0.986936,0.993381,4.50E-05,13568,0.035338,0.035338,0.975771,327654,0.993358
349,810,2,0.975352,0.987365,2.40E-05,3830,0.035052,0.035052,0.983974,322394,0.985287
350,825,2,0.992832,0.99639,6.80E-05,25492,0.035492,0.035492,0.97238,330512,0.997721
351,810,2,0.975352,0.987365,2.40E-05,7659,0.035056,0.035056,0.984227,322477,0.985398
352,818,2,0.984597,0.992178,3.40E-05,14951,0.035321,0.035321,0.97965,327353,0.992861
353,813,2,0.978799,0.98917,2.80E-05,12806,0.035157,0.035157,0.982634,324346,0.988255
354,820,2,0.986936,0.993381,3.50E-05,24345,0.035394,0.035394,0.978927,328714,0.994939
355,780,2,0.942177,0.969314,1.10E-05,5100,0.033885,0.033885,0.991919,301355,0.952463
356,829,2,0.997599,0.998797,8.50E-05,34300,0.035566,0.035566,0.966967,331869,0.999816
357,811,2,0.976498,0.987966,2.90E-05,13079,0.035066,0.035066,0.982366,322663,0.985695
358,363,2,0.639723,0.718412,9.00E-06,462,0.015719,0.015719,0.988372,64939,0.441881
359,815,2,0.98111,0.990373,2.90E-05,8071,0.035217,0.035217,0.981131,325446,0.989955
360,546,2,0.744624,0.82852,1.00E-06,1150,0.023836,0.023836,0.998488,148560,0.670007
361,826,2,0.994019,0.996992,7.60E-05,26932,0.035494,0.035494,0.970111,330541,0.997776
362,803,2,0.967404,0.983153,2.30E-05,6808,0.034772,0.034772,0.985382,317296,0.977413
363,826,2,0.994019,0.996992,5.80E-05,25942,0.035522,0.035522,0.971655,331067,0.998568
364,803,2,0.967404,0.983153,0.000114,8380,0.034648,0.034648,0.978267,315005,0.973972
365,824,2,0.991647,0.995788,8.70E-05,11519,0.035434,0.035434,0.971579,329439,0.996089
366,823,2,0.990465,0.995187,4.30E-05,23739,0.03547,0.03547,0.975903,330102,0.997071
367,795,2,0.958478,0.978339,1.70E-05,6298,0.034476,0.034476,0.988122,311866,0.969082
368,819,2,0.985765,0.99278,3.10E-05,16153,0.03537,0.03537,0.979948,328254,0.994238
369,824,2,0.991647,0.995788,5.20E-05,14676,0.035476,0.035476,0.973861,330213,0.997254
370,828,2,0.996403,0.998195,8.00E-05,30535,0.035549,0.035549,0.96838,331552,0.999325
371,802,2,0.966279,0.982551,2.50E-05,10590,0.034732,0.034732,0.985498,316543,0.976285
372,753,2,0.914191,0.953069,1.90E-05,2685,0.032659,0.032659,0.98815,279773,0.918031
373,799,2,0.96292,0.980746,1.30E-05,6341,0.034683,0.034683,0.990097,315644,0.974897
374,225,2,0.578288,0.635379,0,225,0.009846,0.009846,1,25200,0.276782
375,824,2,0.991647,0.995788,5.40E-05,20577,0.035471,0.035471,0.973566,330113,0.997107
376,808,2,0.973068,0.986161,2.50E-05,9537,0.034984,0.034984,0.985056,321156,0.983373
377,828,2,0.996403,0.998195,8.10E-05,26319,0.035546,0.035546,0.968266,331513,0.999266
378,773,2,0.934758,0.965102,1.00E-05,5841,0.033606,0.033606,0.992992,296287,0.944611
379,823,2,0.990465,0.995187,4.10E-05,21344,0.035476,0.035476,0.976243,330217,0.997248
380,824,2,0.991647,0.995788,5.10E-05,20897,0.035472,0.035472,0.973658,330144,0.997151
381,829,2,0.997599,0.998797,0.000167,30830,0.035535,0.035535,0.965298,331296,0.99895
382,823,2,0.990465,0.995187,4.20E-05,20139,0.035474,0.035474,0.976101,330169,0.997176
383,814,2,0.979953,0.989771,2.80E-05,8822,0.035197,0.035197,0.982429,325077,0.989385
384,809,2,0.974209,0.986763,6.40E-05,11966,0.034944,0.034944,0.980394,320428,0.982264
385,816,2,0.98227,0.990975,3.00E-05,10227,0.035263,0.035263,0.981225,326277,0.991223
386,828,2,0.996403,0.998195,6.60E-05,36971,0.03556,0.03556,0.96897,331754,0.999631
387,814,2,0.979953,0.989771,3.30E-05,5416,0.035166,0.035166,0.980685,324500,0.988515
388,816,2,0.98227,0.990975,2.60E-05,9732,0.035288,0.035288,0.982642,326748,0.991925
389,823,2,0.990465,0.995187,4.20E-05,16162,0.035474,0.035474,0.976116,330174,0.997179
390,828,2,0.996403,0.998195,6.60E-05,28094,0.03556,0.03556,0.96897,331754,0.999631
391,817,2,0.983432,0.991576,2.90E-05,11071,0.0353,0.0353,0.980914,326974,0.992284
392,824,2,0.991647,0.995788,4.80E-05,25406,0.035481,0.035481,0.974153,330312,0.997404
393,821,2,0.988109,0.993983,4.40E-05,17693,0.035394,0.035394,0.976474,328691,0.994931
394,804,2,0.968531,0.983755,2.50E-05,4983,0.034806,0.034806,0.984811,317903,0.978386
395,822,2,0.989286,0.994585,3.90E-05,20907,0.03545,0.03545,0.977172,329728,0.996501
396,783,2,0.945392,0.971119,1.50E-05,5721,0.033982,0.033982,0.989633,302979,0.955179
397,624,2,0.800578,0.875451,6.00E-06,1157,0.027164,0.027164,0.995447,193491,0.763556
398,724,2,0.885928,0.93562,6.00E-06,2032,0.031523,0.031523,0.994884,260387,0.886064
399,780,2,0.942177,0.969314,1.00E-05,3520,0.033897,0.033897,0.992084,301405,0.952795
400,824,2,0.991647,0.995788,4.80E-05,21167,0.035483,0.035483,0.974265,330350,0.99746
401,824,2,0.991647,0.995788,0.000138,16015,0.035405,0.035405,0.970013,328908,0.99529
402,803,2,0.967404,0.983153,2.20E-05,6083,0.034777,0.034777,0.985584,317361,0.97756
403,801,2,0.965157,0.981949,2.20E-05,10980,0.034713,0.034713,0.986876,316195,0.975737
404,803,2,0.967404,0.983153,2.20E-05,6077,0.034769,0.034769,0.985186,317233,0.97732
405,823,2,0.990465,0.995187,4.20E-05,20512,0.035474,0.035474,0.976127,330178,0.997188
406,826,2,0.994019,0.996992,5.40E-05,31263,0.03553,0.03553,0.972095,331217,0.998793
407,820,2,0.986936,0.993381,4.00E-05,15092,0.035372,0.035372,0.977674,328293,0.994308
408,830,2,0.998798,0.999398,0.000172,36467,0.035552,0.035552,0.963893,331613,0.999446
409,828,2,0.996403,0.998195,0.00015,35158,0.035524,0.035524,0.967077,331106,0.998652
410,744,2,0.905229,0.947653,2.10E-05,3064,0.032235,0.032235,0.986592,272690,0.906134
411,829,2,0.997599,0.998797,8.50E-05,40109,0.035566,0.035566,0.966967,331869,0.999816
412,808,2,0.973068,0.986161,1.90E-05,7716,0.035005,0.035005,0.98624,321542,0.983966
413,819,2,0.985765,0.99278,3.50E-05,12822,0.035348,0.035348,0.978724,327844,0.993625
414,816,2,0.98227,0.990975,0.000119,10936,0.035181,0.035181,0.976699,324772,0.98896
415,825,2,0.992832,0.99639,6.70E-05,23403,0.035487,0.035487,0.972115,330422,0.997582
416,829,2,0.997599,0.998797,0.000152,30186,0.035548,0.035548,0.966017,331543,0.999323
417,825,2,0.992832,0.99639,4.90E-05,24844,0.035513,0.035513,0.973522,330900,0.998302
418,812,2,0.977647,0.988568,2.50E-05,6136,0.035129,0.035129,0.983454,323818,0.987462
419,817,2,0.983432,0.991576,2.90E-05,9813,0.035305,0.035305,0.98119,327066,0.992424
420,794,2,0.957373,0.977738,1.70E-05,5747,0.034436,0.034436,0.988216,311111,0.967953
421,818,2,0.984597,0.992178,4.10E-05,8593,0.035286,0.035286,0.977711,326705,0.991895
422,825,2,0.992832,0.99639,0.000139,19151,0.035444,0.035444,0.969768,329624,0.996381
423,826,2,0.994019,0.996992,5.80E-05,23533,0.035523,0.035523,0.971696,331081,0.998589
424,690,2,0.854938,0.915162,6.00E-06,2478,0.030062,0.030062,0.995351,236600,0.844985
425,828,2,0.996403,0.998195,8.00E-05,29498,0.035549,0.035549,0.96838,331552,0.999325
426,824,2,0.991647,0.995788,4.50E-05,19622,0.035494,0.035494,0.974837,330544,0.997751
427,698,2,0.862033,0.919976,7.00E-06,2105,0.030393,0.030393,0.994578,241934,0.854306
428,816,2,0.98227,0.990975,2.80E-05,9708,0.035277,0.035277,0.982052,326552,0.991627
429,808,2,0.973068,0.986161,2.10E-05,8503,0.035006,0.035006,0.986323,321569,0.983994
430,818,2,0.984597,0.992178,3.50E-05,11464,0.035308,0.035308,0.978935,327114,0.992515
431,801,2,0.965157,0.981949,1.50E-05,4969,0.034747,0.034747,0.98882,316818,0.976687
432,800,2,0.964037,0.981348,1.80E-05,5399,0.034691,0.034691,0.988107,315799,0.975132
433,829,2,0.997599,0.998797,0.000102,27470,0.035563,0.035563,0.966816,331817,0.999738
434,822,2,0.989286,0.994585,4.20E-05,18124,0.03543,0.03543,0.976105,329368,0.995959
435,828,2,0.996403,0.998195,8.10E-05,27102,0.035546,0.035546,0.968266,331513,0.999266
436,791,2,0.954076,0.975933,1.60E-05,6592,0.03432,0.03432,0.989096,309038,0.964691
437,810,2,0.975352,0.987365,2.60E-05,6538,0.035037,0.035037,0.983171,322131,0.984883
438,812,2,0.977647,0.988568,3.00E-05,8627,0.035103,0.035103,0.982002,323340,0.986731
439,827,2,0.99521,0.997593,0.000144,19977,0.035509,0.035509,0.96857,330816,0.998201
440,555,2,0.750678,0.833935,2.30E-05,1344,0.024098,0.024098,0.987979,151887,0.677397
441,759,2,0.920266,0.956679,7.00E-06,3974,0.033038,0.033038,0.995171,286272,0.928623
442,826,2,0.994019,0.996992,5.80E-05,30731,0.035522,0.035522,0.971655,331067,0.998568
443,827,2,0.99521,0.997593,0.000161,15139,0.035477,0.035477,0.966878,330238,0.997334
444,761,2,0.922309,0.957882,6.00E-06,3943,0.03312,0.03312,0.995135,287773,0.93094
445,826,2,0.994019,0.996992,6.00E-05,25747,0.035512,0.035512,0.971123,330886,0.998296
446,824,2,0.991647,0.995788,4.50E-05,19973,0.035494,0.035494,0.974837,330544,0.997751
447,798,2,0.961806,0.980144,2.00E-05,3908,0.034588,0.034588,0.987214,313937,0.97224
448,814,2,0.979953,0.989771,2.60E-05,9285,0.035209,0.035209,0.983067,325288,0.989695
449,821,2,0.988109,0.993983,4.30E-05,22177,0.035393,0.035393,0.97643,328676,0.994898
450,820,2,0.986936,0.993381,3.80E-05,13135,0.035377,0.035377,0.977962,328390,0.994459
451,814,2,0.979953,0.989771,2.90E-05,6815,0.03519,0.03519,0.982012,324939,0.989173
452,818,2,0.984597,0.992178,4.70E-05,15973,0.035317,0.035317,0.979447,327285,0.992768
453,816,2,0.98227,0.990975,2.70E-05,13459,0.03528,0.03528,0.982203,326602,0.991709
454,830,2,0.998798,0.999398,0.000171,40519,0.035554,0.035554,0.964007,331652,0.9995
455,808,2,0.973068,0.986161,2.30E-05,13002,0.034988,0.034988,0.98529,321232,0.983474
456,824,2,0.991647,0.995788,5.10E-05,21592,0.035472,0.035472,0.973658,330144,0.997151
457,751,2,0.912184,0.951865,9.00E-06,2512,0.032646,0.032646,0.992245,279441,0.917635
458,789,2,0.95189,0.974729,2.40E-05,3478,0.034142,0.034142,0.984035,305903,0.959722
459,817,2,0.983432,0.991576,3.50E-05,10741,0.035275,0.035275,0.979477,326495,0.991567
460,812,2,0.977647,0.988568,0.000112,4665,0.035059,0.035059,0.979588,322545,0.98552
461,822,2,0.989286,0.994585,4.90E-05,18684,0.035418,0.035418,0.975459,329150,0.99563
462,825,2,0.992832,0.99639,5.60E-05,24165,0.035497,0.035497,0.972613,330591,0.997843
463,811,2,0.976498,0.987966,2.50E-05,8960,0.035091,0.035091,0.983769,323124,0.986396
464,827,2,0.99521,0.997593,6.30E-05,30638,0.03554,0.03554,0.970259,331393,0.999077
465,826,2,0.994019,0.996992,6.00E-05,26742,0.035517,0.035517,0.971343,330961,0.998409
466,813,2,0.978799,0.98917,0.000113,10493,0.035095,0.035095,0.979114,323184,0.98652
467,44,2,0.513597,0.526474,0,44,0.001858,0.001858,1,946,0.052256
468,801,2,0.965157,0.981949,1.40E-05,5593,0.034758,0.034758,0.989398,317003,0.976991
469,828,2,0.996403,0.998195,8.00E-05,41169,0.035549,0.035549,0.96838,331552,0.999325
470,823,2,0.990465,0.995187,0.000128,12547,0.035419,0.035419,0.973121,329161,0.995655
471,822,2,0.989286,0.994585,3.70E-05,18775,0.035457,0.035457,0.977566,329861,0.996697
472,813,2,0.978799,0.98917,3.70E-05,15062,0.035092,0.035092,0.978935,323125,0.986435
473,816,2,0.98227,0.990975,3.80E-05,7891,0.035219,0.035219,0.978816,325476,0.99001
474,824,2,0.991647,0.995788,4.70E-05,19014,0.035489,0.035489,0.974554,330448,0.997612
475,799,2,0.96292,0.980746,0.000113,4755,0.034534,0.034534,0.981572,312926,0.970733
476,816,2,0.98227,0.990975,2.90E-05,9169,0.035262,0.035262,0.981207,326271,0.991211
477,818,2,0.984597,0.992178,3.00E-05,10834,0.035337,0.035337,0.980548,327653,0.993324
478,785,2,0.947548,0.972323,1.70E-05,3740,0.034052,0.034052,0.988824,304281,0.957154
479,823,2,0.990465,0.995187,4.20E-05,18007,0.035474,0.035474,0.976101,330169,0.997176
480,822,2,0.989286,0.994585,3.80E-05,14247,0.035454,0.035454,0.977412,329809,0.996621
481,816,2,0.98227,0.990975,3.30E-05,12355,0.035245,0.035245,0.980251,325953,0.990726
482,824,2,0.991647,0.995788,5.20E-05,18869,0.035479,0.035479,0.974026,330269,0.997343
483,823,2,0.990465,0.995187,4.40E-05,18879,0.035467,0.035467,0.975749,330050,0.997001
484,820,2,0.986936,0.993381,4.10E-05,14972,0.035359,0.035359,0.976965,328055,0.993957
485,826,2,0.994019,0.996992,5.90E-05,33266,0.03552,0.03552,0.97154,331028,0.998514
486,817,2,0.983432,0.991576,2.90E-05,11633,0.035311,0.035311,0.981517,327175,0.99258
487,819,2,0.985765,0.99278,4.20E-05,14711,0.035309,0.035309,0.976607,327135,0.992555
488,817,2,0.983432,0.991576,3.40E-05,9855,0.035282,0.035282,0.979912,326640,0.991781
489,806,2,0.970794,0.984958,2.50E-05,5972,0.034876,0.034876,0.98382,319166,0.98034
490,824,2,0.991647,0.995788,7.90E-05,13250,0.035468,0.035468,0.973413,330061,0.997023
491,811,2,0.976498,0.987966,2.70E-05,6818,0.03508,0.03508,0.983161,322924,0.986095
492,805,2,0.969662,0.984356,1.90E-05,8261,0.034883,0.034883,0.986777,319331,0.980534
493,814,2,0.979953,0.989771,3.10E-05,12864,0.035177,0.035177,0.981314,324708,0.988825
494,793,2,0.956272,0.977136,1.20E-05,5398,0.034434,0.034434,0.990854,311156,0.967887
495,822,2,0.989286,0.994585,4.70E-05,14354,0.035412,0.035412,0.975124,329037,0.995459
496,789,2,0.95189,0.974729,1.50E-05,4105,0.034235,0.034235,0.989153,307494,0.96232
497,822,2,0.989286,0.994585,6.40E-05,20510,0.035395,0.035395,0.974196,328724,0.994992
498,829,2,0.997599,0.998797,8.50E-05,39872,0.035566,0.035566,0.966967,331869,0.999816
499,802,2,0.966279,0.982551,2.30E-05,11320,0.034739,0.034739,0.985984,316699,0.976478
500,818,2,0.984597,0.992178,3.70E-05,13210,0.0353,0.0353,0.978501,326969,0.992294
501,812,2,0.977647,0.988568,0.000112,4543,0.035058,0.035058,0.979466,322505,0.985477
502,828,2,0.996403,0.998195,7.70E-05,20116,0.035554,0.035554,0.968652,331645,0.999465
503,829,2,0.997599,0.998797,8.50E-05,35357,0.035566,0.035566,0.966967,331869,0.999816
504,776,2,0.937923,0.966907,1.90E-05,3347,0.033643,0.033643,0.987376,296904,0.945689
505,813,2,0.978799,0.98917,3.20E-05,11339,0.035133,0.035133,0.981253,323890,0.987568
506,814,2,0.979953,0.989771,3.40E-05,9815,0.035157,0.035157,0.980148,324322,0.988256
507,813,2,0.978799,0.98917,2.40E-05,7807,0.035174,0.035174,0.983574,324656,0.988735
508,821,2,0.988109,0.993983,4.30E-05,16264,0.0354,0.0354,0.976825,328809,0.995095
509,827,2,0.99521,0.997593,7.80E-05,21901,0.035522,0.035522,0.969305,331067,0.998583
510,796,2,0.959584,0.978941,2.00E-05,4604,0.034499,0.034499,0.986947,312280,0.969736
511,820,2,0.986936,0.993381,3.30E-05,15703,0.035397,0.035397,0.979073,328763,0.99502
512,676,2,0.842799,0.906739,4.00E-06,1473,0.029489,0.029489,0.996787,227417,0.828898
513,809,2,0.974209,0.986763,3.30E-05,12472,0.034958,0.034958,0.981143,320673,0.982663
514,820,2,0.986936,0.993381,4.20E-05,14205,0.035353,0.035353,0.976622,327940,0.993786
515,801,2,0.965157,0.981949,1.60E-05,7166,0.034744,0.034744,0.988645,316762,0.976606
516,828,2,0.996403,0.998195,9.80E-05,22553,0.035546,0.035546,0.968228,331500,0.999247
517,828,2,0.996403,0.998195,6.60E-05,31109,0.03556,0.03556,0.96897,331754,0.999631
518,820,2,0.986936,0.993381,3.60E-05,14504,0.035383,0.035383,0.978272,328494,0.994618
519,794,2,0.957373,0.977738,1.80E-05,5581,0.03444,0.03444,0.988692,311261,0.968064
520,811,2,0.976498,0.987966,2.40E-05,5649,0.035091,0.035091,0.983751,323118,0.986385
521,800,2,0.964037,0.981348,2.00E-05,7282,0.034664,0.034664,0.986721,315356,0.974388
522,805,2,0.969662,0.984356,3.30E-05,13031,0.034794,0.034794,0.981781,317714,0.978056
523,787,2,0.949714,0.973526,1.30E-05,7684,0.034165,0.034165,0.990035,306209,0.960344
524,819,2,0.985765,0.99278,3.40E-05,16050,0.035356,0.035356,0.979168,327993,0.993845
525,807,2,0.97193,0.98556,3.10E-05,10308,0.034884,0.034884,0.981902,319335,0.980587
526,791,2,0.954076,0.975933,2.00E-05,9610,0.034296,0.034296,0.987879,308658,0.964036
527,826,2,0.994019,0.996992,5.80E-05,28939,0.035523,0.035523,0.971666,331071,0.998577
528,805,2,0.969662,0.984356,3.50E-05,11135,0.034863,0.034863,0.985547,318933,0.979975
529,800,2,0.964037,0.981348,2.30E-05,7075,0.034654,0.034654,0.986004,315127,0.974095
530,825,2,0.992832,0.99639,4.90E-05,26525,0.035513,0.035513,0.973522,330900,0.998302
531,812,2,0.977647,0.988568,3.30E-05,12248,0.035083,0.035083,0.980891,322974,0.986182
532,824,2,0.991647,0.995788,5.20E-05,22181,0.035477,0.035477,0.973903,330227,0.997278
533,822,2,0.989286,0.994585,4.50E-05,25878,0.035427,0.035427,0.975921,329306,0.995862
534,808,2,0.973068,0.986161,2.50E-05,9135,0.034984,0.034984,0.985056,321156,0.983373
535,826,2,0.994019,0.996992,5.90E-05,25363,0.035519,0.035519,0.971458,331000,0.998469
536,820,2,0.986936,0.993381,3.40E-05,16427,0.035396,0.035396,0.979002,328739,0.994982
537,827,2,0.99521,0.997593,7.20E-05,30626,0.035536,0.035536,0.970069,331328,0.998974
538,823,2,0.990465,0.995187,4.40E-05,24218,0.035467,0.035467,0.975761,330054,0.997005
539,827,2,0.99521,0.997593,7.60E-05,28057,0.035529,0.035529,0.969656,331187,0.998762
540,695,2,0.859359,0.918171,4.00E-06,1410,0.030258,0.030258,0.995804,240153,0.85052
541,829,2,0.997599,0.998797,0.000168,23884,0.035532,0.035532,0.965175,331254,0.998886
542,825,2,0.992832,0.99639,6.40E-05,16931,0.035498,0.035498,0.97268,330614,0.997874
543,814,2,0.979953,0.989771,3.40E-05,11862,0.035172,0.035172,0.981027,324613,0.988686
544,823,2,0.990465,0.995187,5.50E-05,14388,0.035422,0.035422,0.973254,329206,0.99573
545,737,2,0.898378,0.943442,1.10E-05,2567,0.032016,0.032016,0.990919,268753,0.899945
546,678,2,0.844512,0.907942,8.60E-05,2033,0.029354,0.029354,0.985033,226068,0.825176
547,818,2,0.984597,0.992178,3.10E-05,8386,0.035329,0.035329,0.980117,327509,0.993105
548,820,2,0.986936,0.993381,3.70E-05,11786,0.035378,0.035378,0.978037,328415,0.994491
549,824,2,0.991647,0.995788,5.40E-05,28785,0.035471,0.035471,0.973578,330117,0.99711
550,824,2,0.991647,0.995788,4.90E-05,16064,0.035486,0.035486,0.974407,330398,0.997535
551,827,2,0.99521,0.997593,6.20E-05,35457,0.035542,0.035542,0.970373,331432,0.999131
552,818,2,0.984597,0.992178,3.60E-05,12401,0.035307,0.035307,0.978902,327103,0.992493
553,778,2,0.940045,0.968111,1.10E-05,6587,0.033802,0.033802,0.99151,299687,0.950133
554,807,2,0.97193,0.98556,2.90E-05,7891,0.034881,0.034881,0.981692,319267,0.980497
555,828,2,0.996403,0.998195,6.60E-05,30782,0.03556,0.03556,0.96897,331754,0.999631
556,828,2,0.996403,0.998195,8.00E-05,25595,0.035549,0.035549,0.96838,331552,0.999325
557,826,2,0.994019,0.996992,5.90E-05,24879,0.03552,0.03552,0.97154,331028,0.998514
558,816,2,0.98227,0.990975,3.80E-05,18846,0.035223,0.035223,0.979069,325560,0.990126
559,819,2,0.985765,0.99278,3.70E-05,15256,0.035348,0.035348,0.978753,327854,0.993636
560,820,2,0.986936,0.993381,3.80E-05,12106,0.035376,0.035376,0.977876,328361,0.994415
561,786,2,0.94863,0.972924,3.70E-05,6963,0.03405,0.03405,0.986162,304236,0.957134
562,824,2,0.991647,0.995788,4.90E-05,19200,0.035486,0.035486,0.974407,330398,0.997535
563,827,2,0.99521,0.997593,7.80E-05,30161,0.035523,0.035523,0.969331,331076,0.998595
564,828,2,0.996403,0.998195,8.10E-05,34989,0.035546,0.035546,0.968266,331513,0.999266
565,822,2,0.989286,0.994585,4.30E-05,25311,0.035443,0.035443,0.97678,329596,0.996302
566,720,2,0.882166,0.933213,9.00E-05,2465,0.031167,0.031167,0.984902,254932,0.876109
567,812,2,0.977647,0.988568,3.10E-05,8423,0.035091,0.035091,0.981331,323119,0.986408
