Id,Label,timeset,clustering,triangles,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,eigencentrality
677,,,0.970373,331432,827,27901,2,0.99521,0.997593,21.333548,0.035542,0.035542,3,0.002006,0,0.999168
678,,,0.972095,331217,826,31240,2,0.994019,0.996992,18.54866,0.03553,0.03553,4,0.002216,0,0.998838
679,,,0.995726,284923,757,1747,2,0.918232,0.955475,1.805254,0.032965,0.032965,8,0.000299,0,0.926715
680,,,0.980771,323731,813,12253,2,0.978799,0.98917,12.720734,0.035124,0.035124,2,0.000978,0,0.987423
681,,,0.989896,310071,792,5504,2,0.955172,0.976534,4.882054,0.034375,0.034375,8,0.00055,0,0.966364
682,,,0.970037,331317,827,21159,2,0.99521,0.997593,22.004731,0.035536,0.035536,1,0.001567,0,0.998995
683,,,0.974055,329477,823,21064,2,0.990465,0.995187,21.021449,0.035436,0.035436,2,0.001557,0,0.996185
684,,,0.982534,324313,813,10414,2,0.978799,0.98917,9.473574,0.035156,0.035156,6,0.000874,0,0.988299
685,,,0.971606,330249,825,13892,2,0.992832,0.99639,24.491118,0.035478,0.035478,2,0.001097,0,0.997362
686,,,0.981358,327122,817,10632,2,0.983432,0.991576,9.669876,0.035308,0.035308,6,0.000886,0,0.992596
687,,,0.968266,331513,828,28966,2,0.996403,0.998195,27.850351,0.035546,0.035546,4,0.002069,0,0.999292
688,,,0.972868,330678,825,20839,2,0.992832,0.99639,18.78533,0.035501,0.035501,6,0.001555,0,0.998017
689,,,0.96897,331754,828,32945,2,0.996403,0.998195,22.928373,0.03556,0.03556,4,0.002324,0,0.999661
690,,,0.962623,331975,831,37496,1,1,1,60.733919,0.035571,0.035571,4,0.002631,0,1
691,,,0.970037,331317,827,29422,2,0.99521,0.997593,22.004731,0.035536,0.035536,1,0.002101,0,0.998995
692,,,0.992073,300629,779,4184,2,0.94111,0.968712,4.339018,0.033848,0.033848,6,0.000462,0,0.951536
693,,,0.970259,331393,827,27353,2,0.99521,0.997593,21.595681,0.03554,0.03554,5,0.001964,0,0.999113
694,,,0.974041,330274,824,20552,2,0.991647,0.995788,17.762357,0.035479,0.035479,6,0.00153,0,0.997406
695,,,0.973916,329430,823,13160,2,0.990465,0.995187,16.971145,0.035434,0.035434,6,0.001055,0,0.996123
696,,,0.987134,312339,796,6518,2,0.959584,0.978941,6.342495,0.034499,0.034499,6,0.00061,0,0.96985
697,,,0.999246,270276,736,1947,2,0.897408,0.94284,0.279338,0.032108,0.032108,8,0.000313,0,0.902626
698,,,0.985436,310236,794,4670,2,0.957373,0.977738,7.575086,0.034386,0.034386,2,0.00049,0,0.966667
699,,,0.973032,329131,823,16055,2,0.990465,0.995187,44.518584,0.035417,0.035417,2,0.001243,0,0.995656
700,,,0.977835,329149,821,21834,2,0.988109,0.993983,12.924657,0.035418,0.035418,6,0.001615,0,0.99568
701,,,0.98357,314349,800,8089,2,0.964037,0.981348,14.152401,0.03461,0.03461,8,0.00072,0,0.972952
702,,,0.968029,331432,828,28286,2,0.996403,0.998195,28.281328,0.035542,0.035542,4,0.002025,0,0.999171
703,,,0.991643,204678,643,1470,2,0.815505,0.886883,4.031204,0.02793,0.02793,2,0.000284,0,0.785177
704,,,0.968266,331513,828,36996,2,0.996403,0.998195,27.850351,0.035546,0.035546,4,0.002585,0,0.999292
705,,,0.978321,327709,819,9601,2,0.985765,0.99278,13.047436,0.03534,0.03534,8,0.00082,0,0.993494
706,,,0.974232,329537,823,13299,2,0.990465,0.995187,17.143425,0.035439,0.035439,8,0.001065,0,0.996282
707,,,0.974681,330491,824,27694,2,0.991647,0.995788,15.945445,0.035491,0.035491,1,0.001989,0,0.997733
708,,,0.98937,312260,795,5843,2,0.958478,0.978339,5.154775,0.034494,0.034494,6,0.00057,0,0.969704
709,,,0.989695,304549,785,7619,2,0.947548,0.972323,5.646091,0.034069,0.034069,6,0.00068,0,0.957736
710,,,0.995234,213816,656,1157,2,0.826044,0.894705,2.130748,0.028567,0.028567,2,0.000258,0,0.803076
711,,,0.991551,307458,788,5551,2,0.950801,0.974128,3.804908,0.034233,0.034233,6,0.000548,0,0.962367
712,,,0.975503,329165,822,16724,2,0.989286,0.994585,15.993957,0.035419,0.035419,2,0.001281,0,0.995705
713,,,0.976087,329362,822,19420,2,0.989286,0.994585,14.785878,0.03543,0.03543,8,0.001458,0,0.99601
714,,,0.988304,307230,789,3278,2,0.95189,0.974729,6.495947,0.034218,0.034218,6,0.000404,0,0.961943
715,,,0.985173,319605,806,5903,2,0.970794,0.984958,7.715216,0.0349,0.0349,6,0.000576,0,0.981105
716,,,0.981517,325574,815,7669,2,0.98111,0.990373,9.809661,0.035225,0.035225,6,0.000695,0,0.990237
717,,,0.96482,331932,830,31363,2,0.998798,0.999398,41.690315,0.035569,0.035569,4,0.002233,0,0.999934
718,,,0.978093,328434,820,11736,2,0.986936,0.993381,12.823472,0.035379,0.035379,2,0.000959,0,0.99459
719,,,0.97308,330750,825,23287,2,0.992832,0.99639,18.411536,0.035505,0.035505,8,0.001709,0,0.998126
720,,,0.979026,328747,820,19814,2,0.986936,0.993381,11.913965,0.035396,0.035396,6,0.001489,0,0.995068
721,,,0.975316,329102,822,12625,2,0.989286,0.994585,15.71358,0.035416,0.035416,8,0.001019,0,0.995612
722,,,0.967921,331395,828,21692,2,0.996403,0.998195,37.229551,0.03554,0.03554,9,0.001609,0,0.99911
723,,,0.970259,331393,827,22302,2,0.99521,0.997593,21.595681,0.03554,0.03554,5,0.001641,0,0.999113
724,,,0.970247,331389,827,36591,2,0.99521,0.997593,21.630679,0.03554,0.03554,4,0.002557,0,0.999104
725,,,0.966967,331869,829,28643,2,0.997599,0.998797,29.216735,0.035566,0.035566,4,0.002048,0,0.999837
726,,,0.993696,273178,742,3726,2,0.903261,0.94645,2.783371,0.032279,0.032279,8,0.000427,0,0.907441
727,,,0.969682,331196,827,24463,2,0.99521,0.997593,26.20269,0.035529,0.035529,1,0.001789,0,0.998808
728,,,0.970373,331432,827,28507,2,0.99521,0.997593,21.333548,0.035542,0.035542,4,0.00204,0,0.999168
729,,,0.986352,314450,799,9831,2,0.96292,0.980746,7.447722,0.034616,0.034616,6,0.000827,0,0.973126
730,,,0.991191,293457,770,3589,2,0.931614,0.963297,4.520245,0.033446,0.033446,6,0.000418,0,0.940225
731,,,0.971361,330967,826,25157,2,0.994019,0.996992,23.516276,0.035517,0.035517,7,0.001832,0,0.998457
732,,,0.966967,331869,829,28889,2,0.997599,0.998797,29.216735,0.035566,0.035566,4,0.002066,0,0.999837
733,,,0.98319,323731,812,13479,2,0.977647,0.988568,9.094138,0.035124,0.035124,6,0.001068,0,0.98741
734,,,0.981321,325509,815,5985,2,0.98111,0.990373,9.895489,0.035221,0.035221,6,0.000584,0,0.990137
735,,,0.975104,329832,823,14568,2,0.990465,0.995187,15.491215,0.035455,0.035455,6,0.001146,0,0.996727
736,,,0.977579,329063,821,17784,2,0.988109,0.993983,13.197611,0.035414,0.035414,6,0.001348,0,0.995555
737,,,0.983428,324608,813,7492,2,0.978799,0.98917,8.769154,0.035172,0.035172,6,0.000678,0,0.988752
738,,,0.975749,330050,823,17713,2,0.990465,0.995187,15.069056,0.035467,0.035467,6,0.001351,0,0.997062
739,,,0.985684,320565,807,10065,2,0.97193,0.98556,7.320858,0.034952,0.034952,2,0.000844,0,0.982562
740,,,0.992218,298360,776,3478,2,0.937923,0.966907,3.815015,0.033723,0.033723,8,0.000413,0,0.948026
741,,,0.998607,276011,744,2671,2,0.905229,0.947653,0.526874,0.032445,0.032445,8,0.000359,0,0.912093
742,,,0.972228,328859,823,15951,2,0.990465,0.995187,24.021173,0.035403,0.035403,2,0.00123,0,0.995253
743,,,0.978263,301031,785,4908,2,0.947548,0.972323,25.186322,0.033868,0.033868,2,0.000514,0,0.952098
744,,,0.984929,296168,776,3760,2,0.937923,0.966907,8.649368,0.033594,0.033594,2,0.000439,0,0.944388
745,,,0.992843,242899,700,1280,2,0.863825,0.921179,7.437454,0.030456,0.030456,6,0.000269,0,0.856194
746,,,0.992727,305482,785,7555,2,0.947548,0.972323,3.264869,0.03412,0.03412,6,0.00068,0,0.959192
747,,,0.979419,328879,820,10425,2,0.986936,0.993381,11.29708,0.035404,0.035404,2,0.000872,0,0.995271
748,,,0.970694,329939,825,24440,2,0.992832,0.99639,25.448073,0.035461,0.035461,1,0.001776,0,0.996898
749,,,0.981245,325484,815,9244,2,0.98111,0.990373,9.933887,0.03522,0.03522,8,0.000797,0,0.990099
750,,,0.981944,326516,816,11268,2,0.98227,0.990975,9.858116,0.035275,0.035275,8,0.000925,0,0.991661
751,,,0.972006,328784,823,13090,2,0.990465,0.995187,24.415105,0.035399,0.035399,8,0.00105,0,0.995138
752,,,0.974871,329753,823,11341,2,0.990465,0.995187,16.782109,0.035451,0.035451,6,0.000939,0,0.99661
753,,,0.97298,330716,825,21120,2,0.992832,0.99639,18.653966,0.035503,0.035503,6,0.001566,0,0.998075
754,,,0.976894,319284,809,12624,2,0.974209,0.986763,14.676795,0.034883,0.034883,6,0.001008,0,0.980633
755,,,0.981345,319154,807,7926,2,0.97193,0.98556,11.801417,0.034875,0.034875,8,0.000709,0,0.980415
756,,,0.985047,318771,805,6617,2,0.969662,0.984356,7.901836,0.034854,0.034854,8,0.00062,0,0.979831
757,,,0.989107,317702,802,5792,2,0.966279,0.982551,5.093952,0.034795,0.034795,8,0.000567,0,0.97816
758,,,0.981266,320713,809,11274,2,0.974209,0.986763,15.99133,0.034959,0.034959,8,0.000929,0,0.982782
759,,,0.98137,320747,809,8804,2,0.974209,0.986763,10.858634,0.034962,0.034962,8,0.000764,0,0.982857
760,,,0.970081,331332,827,29894,2,0.99521,0.997593,24.814248,0.035537,0.035537,1,0.00213,0,0.999014
761,,,0.975503,327564,820,10673,2,0.986936,0.993381,16.116018,0.035333,0.035333,4,0.000881,0,0.993277
762,,,0.966,331537,829,32335,2,0.997599,0.998797,52.642544,0.035548,0.035548,4,0.002289,0,0.999331
763,,,0.978479,325364,816,9464,2,0.98227,0.990975,16.811497,0.035213,0.035213,6,0.00081,0,0.989919
764,,,0.96897,331754,828,26743,2,0.996403,0.998195,22.928373,0.03556,0.03556,5,0.001936,0,0.999661
765,,,0.979892,327434,818,14878,2,0.984597,0.992178,11.638923,0.035325,0.035325,2,0.001157,0,0.993068
766,,,0.969179,331024,827,27190,2,0.99521,0.997593,33.006011,0.03552,0.03552,1,0.001962,0,0.998547
767,,,0.969985,330498,826,26987,2,0.994019,0.996992,32.418649,0.035492,0.035492,3,0.00195,0,0.997748
768,,,0.976183,328593,821,15536,2,0.988109,0.993983,15.000862,0.035388,0.035388,6,0.001206,0,0.99484
769,,,0.995703,229192,679,2442,2,0.845371,0.908544,1.567467,0.029579,0.029579,6,0.00034,0,0.831518
770,,,0.975749,330050,823,19894,2,0.990465,0.995187,15.069056,0.035467,0.035467,6,0.001493,0,0.997062
771,,,0.984042,320031,807,6914,2,0.97193,0.98556,9.427122,0.034922,0.034922,8,0.000645,0,0.981743
772,,,0.98586,319034,805,5019,2,0.969662,0.984356,6.942022,0.034869,0.034869,2,0.000516,0,0.980226
773,,,0.964611,331860,830,26785,2,0.998798,0.999398,54.290001,0.035565,0.035565,1,0.001943,0,0.999824
774,,,0.978001,328403,820,14160,2,0.986936,0.993381,12.715751,0.035378,0.035378,6,0.001121,0,0.994552
775,,,0.979894,326634,817,13510,2,0.983432,0.991576,11.61303,0.035282,0.035282,2,0.001071,0,0.991853
776,,,0.976374,329459,822,15229,2,0.989286,0.994585,14.200921,0.035435,0.035435,6,0.001187,0,0.996161
777,,,0.982456,324287,813,9644,2,0.978799,0.98917,9.976016,0.035154,0.035154,8,0.000821,0,0.988258
778,,,0.981556,327990,818,8734,2,0.984597,0.992178,9.469255,0.035355,0.035355,8,0.000767,0,0.993909
779,,,0.976706,328769,821,11718,2,0.988109,0.993983,14.466488,0.035398,0.035398,6,0.000957,0,0.995111
780,,,0.976938,328847,821,18905,2,0.988109,0.993983,14.383591,0.035402,0.035402,1,0.001418,0,0.995222
781,,,0.96985,329652,825,33535,2,0.992832,0.99639,22.319607,0.035446,0.035446,4,0.002346,0,0.996469
782,,,0.973395,330857,825,16763,2,0.992832,0.99639,17.236239,0.035511,0.035511,2,0.001281,0,0.998288
783,,,0.97969,326566,817,19165,2,0.983432,0.991576,11.893816,0.035278,0.035278,6,0.001441,0,0.99174
784,,,0.976142,328579,821,14686,2,0.988109,0.993983,15.024381,0.035387,0.035387,8,0.001153,0,0.99482
785,,,0.980155,321143,810,11092,2,0.975352,0.987365,38.028093,0.034983,0.034983,6,0.00092,0,0.983436
786,,,0.97614,329380,822,13899,2,0.989286,0.994585,14.806024,0.035431,0.035431,6,0.001102,0,0.99604
787,,,0.99399,297353,774,4628,2,0.935811,0.965704,2.526037,0.033672,0.033672,6,0.000486,0,0.946596
788,,,0.969445,331115,827,36278,2,0.99521,0.997593,26.63353,0.035525,0.035525,4,0.002531,0,0.998687
789,,,0.973946,329440,823,21585,2,0.990465,0.995187,17.948653,0.035434,0.035434,2,0.001589,0,0.996139
790,,,0.98325,326149,815,9245,2,0.98111,0.990373,8.395325,0.035255,0.035255,2,0.000797,0,0.9911
791,,,0.986394,318414,804,6311,2,0.968531,0.983755,7.087373,0.034834,0.034834,8,0.000603,0,0.979251
792,,,0.967264,331170,828,38268,2,0.996403,0.998195,29.008154,0.035528,0.035528,4,0.002649,0,0.998777
793,,,0.989492,247648,708,2298,2,0.871069,0.925993,28.307508,0.030753,0.030753,2,0.000337,0,0.864541
794,,,0.979571,325727,816,7023,2,0.98227,0.990975,12.174375,0.035233,0.035233,8,0.000651,0,0.990475
795,,,0.991356,308961,790,9051,2,0.952982,0.975331,3.984935,0.034312,0.034312,6,0.000774,0,0.964582
796,,,0.988145,304072,785,5292,2,0.947548,0.972323,6.578555,0.034041,0.034041,8,0.000533,0,0.956974
797,,,0.986126,315166,800,8336,2,0.964037,0.981348,8.407388,0.034656,0.034656,8,0.000736,0,0.974253
798,,,0.98304,325279,814,12006,2,0.979953,0.989771,8.968094,0.035208,0.035208,2,0.000967,0,0.989779
799,,,0.988943,255267,719,1801,2,0.88123,0.932611,9.155601,0.031191,0.031191,8,0.000304,0,0.876845
800,,,0.995473,202283,638,1792,2,0.811523,0.883875,1.866612,0.027818,0.027818,1,0.000297,0,0.782033
801,,,0.973507,330895,825,22546,2,0.992832,0.99639,16.966659,0.035513,0.035513,2,0.001664,0,0.998344
802,,,0.977054,328886,821,12626,2,0.988109,0.993983,15.070204,0.035404,0.035404,6,0.001021,0,0.995285
803,,,0.971669,331072,826,35201,2,0.994019,0.996992,19.996224,0.035523,0.035523,4,0.002466,0,0.99862
804,,,0.976206,326202,818,17147,2,0.984597,0.992178,41.20758,0.035259,0.035259,1,0.001308,0,0.991195
805,,,0.978838,328684,820,12277,2,0.986936,0.993381,11.903857,0.035393,0.035393,8,0.001,0,0.994972
806,,,0.993222,281209,753,3037,2,0.914191,0.953069,2.784863,0.03275,0.03275,8,0.000383,0,0.920671
807,,,0.971989,330379,825,28367,2,0.992832,0.99639,19.756437,0.035485,0.035485,4,0.002023,0,0.997569
808,,,0.976107,327767,820,15036,2,0.986936,0.993381,16.195184,0.035344,0.035344,6,0.00117,0,0.993585
809,,,0.96897,331754,828,29314,2,0.996403,0.998195,22.928373,0.03556,0.03556,4,0.002086,0,0.999661
810,,,0.973372,330047,824,19581,2,0.991647,0.995788,17.900807,0.035467,0.035467,8,0.001469,0,0.997058
811,,,0.984511,317806,804,11596,2,0.968531,0.983755,8.842003,0.034799,0.034799,6,0.000947,0,0.978271
812,,,0.977975,329196,821,10085,2,0.988109,0.993983,12.893451,0.035421,0.035421,6,0.00085,0,0.995753
813,,,0.986406,320800,807,8239,2,0.97193,0.98556,7.045901,0.034964,0.034964,2,0.000727,0,0.982924
814,,,0.985128,294702,774,2851,2,0.935811,0.965704,9.523523,0.033516,0.033516,6,0.000372,0,0.942218
815,,,0.998234,50314,318,408,2,0.618304,0.691336,0.132109,0.013901,0.013901,4,0.000207,0,0.390781
816,,,0.99622,251451,711,1959,2,0.873817,0.927798,1.353309,0.030985,0.030985,8,0.00031,0,0.871061
817,,,0.988083,279754,753,3088,2,0.914191,0.953069,5.784564,0.032647,0.032647,2,0.000389,0,0.917785
818,,,0.983081,320512,808,9410,2,0.973068,0.986161,10.640876,0.034949,0.034949,8,0.000808,0,0.982481
819,,,0.979497,320135,809,7159,2,0.974209,0.986763,12.294572,0.034928,0.034928,2,0.000656,0,0.981915
820,,,0.988447,268811,738,3438,2,0.899351,0.944043,5.717415,0.03202,0.03202,4,0.000405,0,0.90014
821,,,0.965889,331499,829,32638,2,0.997599,0.998797,52.902237,0.035546,0.035546,4,0.002303,0,0.999276
822,,,0.977772,328326,820,18038,2,0.986936,0.993381,13.282567,0.035374,0.035374,6,0.001368,0,0.994431
823,,,0.977566,329861,822,16985,2,0.989286,0.994585,12.709727,0.035457,0.035457,2,0.001297,0,0.996767
824,,,0.992131,307638,788,6641,2,0.950801,0.974128,3.557745,0.034239,0.034239,6,0.00062,0,0.962533
825,,,0.975699,329231,822,15702,2,0.989286,0.994585,15.662829,0.035423,0.035423,8,0.001224,0,0.99581
826,,,0.970274,331398,827,25638,2,0.99521,0.997593,21.575878,0.03554,0.03554,4,0.001856,0,0.999116
827,,,0.975,2028,65,72,2,0.520351,0.53911,0.596863,0.002748,0.002748,2,0.000189,0,0.077247
828,,,0.970388,331437,827,24413,2,0.99521,0.997593,21.288868,0.035542,0.035542,1,0.001781,0,0.999177
829,,,0.981078,324630,814,11894,2,0.979953,0.989771,10.93385,0.035173,0.035173,6,0.000966,0,0.988793
830,,,0.979002,328739,820,15237,2,0.986936,0.993381,11.756439,0.035396,0.035396,8,0.001189,0,0.995055
831,,,0.976834,328812,821,13023,2,0.988109,0.993983,13.696511,0.0354,0.0354,6,0.001046,0,0.995172
